ts,frame_id,pred_class,pred_conf,distance_m,proposed_action,final_action,reason,safety_json,human_label
27.908164978027344,510,demo,0.9,0.51525,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
27.96191930770874,511,demo,0.9,0.51525,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.014164924621582,512,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.070128202438354,513,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.12083339691162,514,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.172812700271606,515,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.22618532180786,516,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.28028130531311,517,demo,0.9,0.51475,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.335966110229492,518,demo,0.9,0.51475,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.385914087295532,519,demo,0.9,0.51475,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.440502882003784,520,demo,0.9,0.51475,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.49346351623535,521,demo,0.9,0.51475,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.54783320426941,522,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.60293698310852,523,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.655965566635132,524,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.711150646209717,525,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.761723279953003,526,demo,0.9,0.51575,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.813085317611694,527,demo,0.9,0.5155,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.87013602256775,528,demo,0.9,0.5155,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.921272039413452,529,demo,0.9,0.5155,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
28.974411010742188,530,demo,0.9,0.5155,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.028483629226685,531,demo,0.9,0.5155,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.081093788146973,532,demo,0.9,0.5145,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.13196301460266,533,demo,0.9,0.5145,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.189548015594482,534,demo,0.9,0.5145,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.24282717704773,535,demo,0.9,0.5145,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.29291009902954,536,demo,0.9,0.5145,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
29.346592903137207,537,demo,0.9,0.5145,SCENARIO_TUCK,SCENARIO_TUCK,Ghost muted safety | Scenario keyframe=TUCK | mode=SystemMode.NOMINAL cams=2 lidar=True alive=True,,u
